"TEAM","SOS","YEAR"
"Saint Peter's",0.4514,2018
"Bryant",0.4564,2018
"St. Francis PA",0.4557,2018
"South Dakota",0.4696,2018
"Manhattan",0.4649,2018
"Arkansas St.",0.4605,2018
"Tennessee Tech",0.4775,2018
"Cornell",0.4623,2018
"New Hampshire",0.4615,2018
"FGCU",0.4578,2018
"High Point",0.4481,2018
"Robert Morris",0.464,2018
"Niagara",0.4694,2018
"Georgia Southern",0.4666,2018
"Lehigh",0.4527,2018
"NJIT",0.4482,2018
"IPFW",0.4616,2018
"Cleveland St.",0.4677,2018
"Seattle",0.4753,2018
"Lafayette",0.4532,2018
"USC Upstate",0.4534,2018
"Quinnipiac",0.4507,2018
"Incarnate Word",0.4428,2018
"Prairie View A&M",0.4353,2018
"UMass Lowell",0.4491,2018
"Longwood",0.4655,2018
"UC Santa Barbara",0.4479,2018
"Milwaukee",0.4576,2018
"St. Francis NY",0.4466,2018
"Penn",0.4644,2018
"Tennessee Martin",0.4492,2018
"Colgate",0.4538,2018
"Albany",0.4495,2018
"Northwestern St.",0.4535,2018
"UMBC",0.4796,2018
"Sam Houston St.",0.4665,2018
"Wagner",0.4571,2018
"Montana",0.4759,2018
"Holy Cross",0.4552,2018
"Boston University",0.4621,2018
"Weber St.",0.4701,2018
"Presbyterian",0.4524,2018
"Coppin St.",0.4415,2018
"Idaho",0.4569,2018
"Jacksonville",0.4453,2018
"Duquesne",0.4562,2018
"Montana St.",0.4536,2018
"Maine",0.4593,2018
"Maryland Eastern Shore",0.435,2018
"Dartmouth",0.442,2018
"American",0.4442,2018
"Norfolk St.",0.4341,2018
"South Alabama",0.4586,2018
"Western Illinois",0.4554,2018
"Texas St.",0.4609,2018
"Texas A&M Corpus Chris",0.4208,2018
"Hartford",0.4546,2018
"Liberty",0.4607,2018
"McNeese St.",0.4443,2018
"Green Bay",0.4493,2018
"Jacksonville St.",0.4718,2018
"Loyola MD",0.4562,2018
"Sacred Heart",0.4301,2018
"New Orleans",0.4499,2018
"Georgia St.",0.4699,2018
"Brown",0.4351,2018
"Abilene Christian",0.4415,2018
"Delaware St.",0.4194,2018
"Grand Canyon",0.4568,2018
"LIU Brooklyn",0.4435,2018
"Southeastern Louisiana",0.4573,2018
"Cal St. Northridge",0.4491,2018
"IUPUI",0.4614,2018
"Campbell",0.4405,2018
"UIC",0.4609,2018
"Navy",0.4359,2018
"South Carolina St.",0.4291,2018
"Hampton",0.4324,2018
"Florida A&M",0.427,2018
"Charleston Southern",0.4453,2018
"Lamar",0.4354,2018
"Idaho St.",0.4389,2018
"Army",0.426,2018
"Alabama St.",0.4233,2018
"Central Connecticut",0.4272,2018
"Stetson",0.4261,2018
"Mount St. Mary's",0.4278,2018
"Mississippi Valley St.",0.425,2018
"Binghamton",0.4347,2018
"Howard",0.4126,2018
"Central Arkansas",0.4471,2018
"North Carolina A&T",0.4035,2018
"Grambling St.",0.4027,2018
"Jackson St.",0.4037,2018
"Stephen F. Austin",0.4399,2018
"Arkansas Pine Bluff",0.4041,2018
"Alabama A&M",0.4113,2018
"Southern",0.3986,2018
"Alcorn St.",0.3988,2018
"Morgan St.",0.3919,2018
"North Carolina Central",0.3926,2018
"Bethune Cookman",0.3774,2018
"Kansas",0.6223,2019
"Duke",0.617,2019
"North Carolina",0.6032,2019
"Texas",0.5999,2019
"Kentucky",0.5991,2019
"Auburn",0.5972,2019
"Louisville",0.5972,2019
"Michigan St.",0.5959,2019
"Purdue",0.5944,2019
"Oklahoma St.",0.5943,2019
"West Virginia",0.5912,2019
"Florida St.",0.5895,2019
"Texas Tech",0.5885,2019
"Oklahoma",0.5874,2019
"Maryland",0.5871,2019
"Syracuse",0.5855,2019
"Virginia",0.5853,2019
"Penn St.",0.5846,2019
"Mississippi St.",0.5829,2019
"Florida",0.5815,2019
"Iowa St.",0.579,2019
"LSU",0.578,2019
"Baylor",0.5769,2019
"Villanova",0.5756,2019
"Tennessee",0.5748,2019
"Kansas St.",0.5743,2019
"Michigan",0.5742,2019
"Wisconsin",0.5738,2019
"Alabama",0.5733,2019
"Seton Hall",0.5728,2019
"Minnesota",0.5727,2019
"Creighton",0.5722,2019
"UCF",0.5691,2019
"Ohio St.",0.569,2019
"TCU",0.5689,2019
"Texas A&M",0.5687,2019
"Miami FL",0.5682,2019
"Houston",0.568,2019
"Virginia Tech",0.5665,2019
"South Carolina",0.565,2019
"Saint Mary's",0.5649,2019
"Washington",0.5641,2019
"Marquette",0.5641,2019
"Nebraska",0.5639,2019
"Oregon",0.5638,2019
"Gonzaga",0.5633,2019
"Xavier",0.5633,2019
"Clemson",0.5625,2019
"Butler",0.562,2019
"Cincinnati",0.5612,2019
"UCLA",0.56,2019
"Memphis",0.5586,2019
"Wichita St.",0.5574,2019
"Wake Forest",0.5553,2019
"Providence",0.5552,2019
"Georgia",0.5547,2019
"Illinois",0.5542,2019
"Indiana",0.5541,2019
"Iowa",0.5535,2019
"Arkansas",0.5533,2019
"Eastern Michigan",0.5526,2019
"Arizona St.",0.5524,2019
"Missouri",0.552,2019
"VCU",0.5501,2019
"Vanderbilt",0.5474,2019
"Connecticut",0.547,2019
"SMU",0.5464,2019
"Notre Dame",0.5449,2019
"BYU",0.5446,2019
"Mississippi",0.5446,2019
"St. John's",0.5445,2019
"Temple",0.5443,2019
"Georgia Tech",0.5437,2019
"Ohio",0.5437,2019
"Buffalo",0.5436,2019
"Rutgers",0.5415,2019
"Tulane",0.5412,2019
"Arizona",0.5394,2019
"Georgetown",0.5381,2019
"San Diego",0.5369,2019
"Harvard",0.5365,2019
"California",0.5349,2019
"Pittsburgh",0.5348,2019
"Northwestern",0.5338,2019
"Boston College",0.5333,2019
"Utah",0.5331,2019
"Tulsa",0.5331,2019
"Western Kentucky",0.5304,2019
"Northern Iowa",0.5303,2019
"Dayton",0.5292,2019
"Miami (OH)",0.5287,2019
"San Diego St.",0.5287,2019
"USC",0.5279,2019
"Oregon St.",0.5258,2019
"Utah St.",0.5256,2019
"Northeastern",0.5251,2019
"Rhode Island",0.5241,2019
"Wofford",0.5236,2019
"Saint Joseph's",0.5234,2019
"Stanford",0.5228,2019
"Akron",0.522,2019
"North Carolina St.",0.5213,2019
"St. Bonaventure",0.5211,2019
"Colorado",0.5206,2019
"Georgia Southern",0.5195,2019
"South Florida",0.519,2019
"UNCG",0.5184,2019
"Davidson",0.5175,2019
"Georgia St.",0.5173,2019
"Pacific",0.5169,2019
"Middle Tennessee",0.5163,2019
"George Washington",0.516,2019
"Bowling Green",0.5158,2019
"Nevada",0.5156,2019
"DePaul",0.5152,2019
"Saint Louis",0.5138,2019
"Marshall",0.5137,2019
"New Mexico",0.5132,2019
"Princeton",0.5127,2019
"Yale",0.5126,2019
"Southern Illinois",0.5117,2019
"UTSA",0.5113,2019
"Louisiana Tech",0.511,2019
"Toledo",0.5086,2019
"UTRGV",0.5083,2019
"Colorado St.",0.5082,2019
"Northern Illinois",0.5077,2019
"Pepperdine",0.5071,2019
"San Francisco",0.5061,2019
"Bucknell",0.5057,2019
"Southern Miss",0.5056,2019
"East Carolina",0.5052,2019
"Mercer",0.5044,2019
"Penn",0.5044,2019
"William & Mary",0.5041,2019
"Washington St.",0.5037,2019
"Appalachian St.",0.5032,2019
"Kent St.",0.5031,2019
"UNCW",0.503,2019
"Boise St.",0.5026,2019
"Loyola Chicago",0.5025,2019
"UTA",0.502,2019
"Lipscomb",0.5018,2019
"Indiana St.",0.5014,2019
"Chicago St.",0.5011,2019
"George Mason",0.5007,2019
"Western Michigan",0.5004,2019
"Western Carolina",0.4991,2019
"Morehead St.",0.4989,2019
"UAB",0.4988,2019
"Navy",0.4985,2019
"Santa Clara",0.4977,2019
"Evansville",0.4976,2019
"Green Bay",0.4968,2019
"Grand Canyon",0.4967,2019
"Belmont",0.4967,2019
"UMKC",0.4958,2019
"Old Dominion",0.4957,2019
"Loyola Marymount",0.4954,2019
"Cal St. Fullerton",0.4954,2019
"Illinois St.",0.4954,2019
"Radford",0.4954,2019
"The Citadel",0.4953,2019
"Drake",0.4953,2019
"North Florida",0.4952,2019
"Cornell",0.4951,2019
"Portland",0.4949,2019
"Ball St.",0.4942,2019
"Rice",0.4939,2019
"East Tennessee St.",0.4938,2019
"UMass",0.4936,2019
"Long Beach St.",0.4932,2019
"Murray St.",0.4931,2019
"Holy Cross",0.4929,2019
"FIU",0.4929,2019
"La Salle",0.4927,2019
"Central Michigan",0.4925,2019
"Utah Valley",0.4923,2019
"Brown",0.4922,2019
"Arkansas St.",0.4918,2019
"FGCU",0.4915,2019
"Missouri St.",0.4905,2019
"Kennesaw St.",0.4905,2019
"North Alabama",0.4905,2019
"Chattanooga",0.4902,2019
"Furman",0.4902,2019
"Dartmouth",0.4896,2019
"Eastern Kentucky",0.4896,2019
"Troy",0.4884,2019
"Drexel",0.4883,2019
"Hofstra",0.4881,2019
"Columbia",0.4878,2019
"Little Rock",0.4878,2019
"UNLV",0.4872,2019
"VMI",0.487,2019
"Eastern Washington",0.487,2019
"North Dakota St.",0.4867,2019
"Wright St.",0.4862,2019
"Richmond",0.4861,2019
"Bradley",0.4856,2019
"Fresno St.",0.4851,2019
"Air Force",0.4851,2019
"New Mexico St.",0.4849,2019
"FAU",0.4846,2019
"Detroit",0.4842,2019
"Louisiana",0.4841,2019
"Colgate",0.4841,2019
"Lehigh",0.4833,2019
"Montana",0.4826,2019
"Coastal Carolina",0.4823,2019
"San Jose St.",0.4823,2019
"Louisiana Monroe",0.4819,2019
"Charlotte",0.4816,2019
"Charleston",0.4814,2019
"Monmouth",0.4808,2019
"Army",0.4806,2019
"Elon",0.48,2019
"Lafayette",0.4793,2019
"Canisius",0.479,2019
"Duquesne",0.4789,2019
"Cal Baptist",0.4787,2019
"Samford",0.4785,2019
"Tennessee Tech",0.4785,2019
"Cal St. Bakersfield",0.478,2019
"Vermont",0.4774,2019
"Delaware",0.4773,2019
"UTEP",0.4772,2019
"Cleveland St.",0.477,2019
"Valparaiso",0.4758,2019
"Austin Peay",0.4755,2019
"Hartford",0.4752,2019
"Mount St. Mary's",0.475,2019
"Campbell",0.4736,2019
"St. Francis PA",0.4727,2019
"Wyoming",0.4724,2019
"Towson",0.472,2019
"Winthrop",0.4716,2019
"Idaho St.",0.471,2019
"Tennessee St.",0.4709,2019
"Denver",0.4708,2019
"Oakland",0.4705,2019
"Southeast Missouri",0.4703,2019
"Weber St.",0.4701,2019
"North Texas",0.4693,2019
"UC Irvine",0.4692,2019
"Seattle",0.469,2019
"UC Davis",0.4689,2019
"Northern Kentucky",0.4681,2019
"Liberty",0.468,2019
"Iona",0.4673,2019
"Incarnate Word",0.4673,2019
"Hampton",0.4666,2019
"Maine",0.4663,2019
"UIC",0.4662,2019
"James Madison",0.466,2019
"NJIT",0.4655,2019
"Loyola MD",0.4655,2019
"Oral Roberts",0.465,2019
"Rider",0.465,2019
"UNC Asheville",0.4647,2019
"Omaha",0.464,2019
"Cal St. Northridge",0.4636,2019
"Texas St.",0.4635,2019
"Binghamton",0.4634,2019
"Siena",0.4624,2019
"Boston University",0.4624,2019
"Tennessee Martin",0.4623,2019
"South Dakota",0.4619,2019
"Stony Brook",0.4615,2019
"Gardner Webb",0.4611,2019
"Milwaukee",0.4605,2019
"Fairleigh Dickinson",0.46,2019
"Idaho",0.4598,2019
"UC Riverside",0.4595,2019
"Portland St.",0.4593,2019
"North Dakota",0.4586,2019
"Sam Houston St.",0.4585,2019
"South Alabama",0.4583,2019
"Central Connecticut",0.4582,2019
"Texas A&M Corpus Chris",0.4579,2019
"High Point",0.4566,2019
"Fordham",0.4565,2019
"Southern Utah",0.4557,2019
"Stetson",0.4552,2019
"IUPUI",0.4549,2019
"SIUE",0.4537,2019
"Northern Arizona",0.4536,2019
"Wagner",0.4534,2019
"Charleston Southern",0.4527,2019
"Montana St.",0.4524,2019
"UMBC",0.452,2019
"Youngstown St.",0.4513,2019
"McNeese St.",0.4509,2019
"Sacramento St.",0.4506,2019
"Fort Wayne",0.4502,2019
"Northern Colorado",0.45,2019
"Hawaii",0.4499,2019
"Saint Peter's",0.449,2019
"Albany",0.449,2019
"Presbyterian",0.4483,2019
"Southeastern Louisiana",0.4478,2019
"Robert Morris",0.4464,2019
"UMass Lowell",0.4463,2019
"Eastern Illinois",0.446,2019
"Cal Poly",0.4459,2019
"Bryant",0.4453,2019
"Coppin St.",0.4449,2019
"South Dakota St.",0.4448,2019
"New Orleans",0.4444,2019
"American",0.4442,2019
"Stephen F. Austin",0.4441,2019
"Jacksonville St.",0.4437,2019
"Sacred Heart",0.4429,2019
"Houston Baptist",0.4415,2019
"New Hampshire",0.4409,2019
"Central Arkansas",0.4408,2019
"UC Santa Barbara",0.4407,2019
"Lamar",0.4388,2019
"Manhattan",0.4385,2019
"Prairie View A&M",0.4384,2019
"Jacksonville",0.4379,2019
"Fairfield",0.4379,2019
"Alabama St.",0.4372,2019
"Norfolk St.",0.4371,2019
"Marist",0.4366,2019
"St. Francis NY",0.4353,2019
"LIU Brooklyn",0.4349,2019
"Abilene Christian",0.4346,2019
"Northwestern St.",0.4336,2019
"Texas Southern",0.4331,2019
"Quinnipiac",0.4319,2019
"USC Upstate",0.4317,2019
"Florida A&M",0.4314,2019
"Southern",0.4301,2019
"Mississippi Valley St.",0.4296,2019
"Western Illinois",0.4283,2019
"Niagara",0.4282,2019
"South Carolina St.",0.425,2019
"Arkansas Pine Bluff",0.4225,2019
"Maryland Eastern Shore",0.4224,2019
"Alcorn St.",0.4218,2019
"Longwood",0.4218,2019
"Nicholls St.",0.4208,2019
"Grambling St.",0.4168,2019
"Jackson St.",0.4155,2019
"North Carolina A&T",0.4151,2019
"Alabama A&M",0.415,2019
"Delaware St.",0.4089,2019
"Savannah St.",0.4058,2019
"Howard",0.4038,2019
"Bethune Cookman",0.4036,2019
"North Carolina Central",0.4029,2019
"Morgan St.",0.398,2019
"Kansas",0.6129,2020
"West Virginia",0.5989,2020
"Villanova",0.5912,2020
"Seton Hall",0.5872,2020
"Marquette",0.5837,2020
"Georgetown",0.5818,2020
"Xavier",0.5812,2020
"Providence",0.5806,2020
"Tennessee",0.5806,2020
"California",0.5789,2020
"Oregon",0.5789,2020
"LSU",0.5783,2020
"Arizona St.",0.5782,2020
"Florida",0.5779,2020
"Arizona",0.5778,2020
"Colorado",0.5777,2020
"North Carolina",0.5775,2020
"Creighton",0.5768,2020
"Louisville",0.5751,2020
"Washington",0.5751,2020
"Oklahoma",0.5747,2020
"Georgia",0.5743,2020
"Auburn",0.5718,2020
"Kansas St.",0.5715,2020
"Cincinnati",0.5701,2020
"Iowa St.",0.5698,2020
"Duke",0.5694,2020
"Georgia Tech",0.5684,2020
"BYU",0.5677,2020
"Alabama",0.5675,2020
"Wisconsin",0.5673,2020
"Michigan St.",0.567,2020
"Arkansas",0.567,2020
"Texas",0.5669,2020
"Dayton",0.5664,2020
"Oklahoma St.",0.5662,2020
"Purdue",0.5652,2020
"Saint Joseph's",0.5649,2020
"Florida St.",0.5644,2020
"Maryland",0.5642,2020
"Miami FL",0.5641,2020
"St. John's",0.5638,2020
"TCU",0.5634,2020
"Saint Mary's",0.5631,2020
"Utah",0.5629,2020
"Rutgers",0.5627,2020
"Baylor",0.5622,2020
"Butler",0.562,2020
"Michigan",0.5612,2020
"Texas Tech",0.5604,2020
"UCLA",0.5602,2020
"Ohio St.",0.56,2020
"UMass",0.5598,2020
"Rhode Island",0.5576,2020
"Minnesota",0.5574,2020
"Boston College",0.5567,2020
"Temple",0.556,2020
"DePaul",0.5559,2020
"Clemson",0.5539,2020
"Nebraska",0.5539,2020
"Mississippi St.",0.5531,2020
"Virginia",0.553,2020
"Indiana",0.5528,2020
"Houston",0.5527,2020
"North Carolina St.",0.5526,2020
"Vanderbilt",0.5523,2020
"South Carolina",0.5522,2020
"USC",0.5517,2020
"Memphis",0.5516,2020
"VCU",0.5515,2020
"Kentucky",0.5515,2020
"Wichita St.",0.5513,2020
"Wake Forest",0.5505,2020
"Northwestern",0.5504,2020
"Illinois",0.55,2020
"Texas A&M",0.5498,2020
"Syracuse",0.5496,2020
"Connecticut",0.5474,2020
"San Francisco",0.5471,2020
"South Florida",0.5461,2020
"Pittsburgh",0.545,2020
"Iowa",0.5446,2020
"Missouri",0.5443,2020
"UNLV",0.5441,2020
"Mississippi",0.5437,2020
"Saint Louis",0.5425,2020
"Stanford",0.542,2020
"Richmond",0.5406,2020
"Loyola Marymount",0.5404,2020
"UCF",0.5393,2020
"Oregon St.",0.5376,2020
"Virginia Tech",0.5368,2020
"Illinois St.",0.535,2020
"Pepperdine",0.5338,2020
"Boise St.",0.5338,2020
"Indiana St.",0.5334,2020
"San Diego",0.5333,2020
"San Diego St.",0.5332,2020
"Akron",0.5317,2020
"UTA",0.5312,2020
"Davidson",0.5305,2020
"Gonzaga",0.5297,2020
"Notre Dame",0.5288,2020
"San Jose St.",0.5287,2020
"La Salle",0.5276,2020
"Miami (OH)",0.5276,2020
"Penn St.",0.5268,2020
"Tulane",0.5263,2020
"Utah St.",0.5259,2020
"Duquesne",0.5258,2020
"North Texas",0.5248,2020
"Bowling Green",0.5247,2020
"Nevada",0.5244,2020
"Washington St.",0.5242,2020
"St. Bonaventure",0.5234,2020
"Western Kentucky",0.522,2020
"George Washington",0.5213,2020
"Kent St.",0.5207,2020
"Northern Iowa",0.5204,2020
"Eastern Michigan",0.5193,2020
"Buffalo",0.5184,2020
"Colorado St.",0.5175,2020
"Wyoming",0.5163,2020
"SMU",0.515,2020
"Valparaiso",0.5148,2020
"Missouri St.",0.5141,2020
"New Mexico",0.5139,2020
"Southern Illinois",0.5134,2020
"George Mason",0.5132,2020
"Tulsa",0.5129,2020
"UNCG",0.5113,2020
"Fresno St.",0.5102,2020
"Ohio",0.5094,2020
"Drake",0.5083,2020
"Portland",0.5076,2020
"East Tennessee St.",0.5069,2020
"Charleston",0.5067,2020
"Western Carolina",0.5066,2020
"East Carolina",0.5059,2020
"Louisiana Monroe",0.5057,2020
"Bradley",0.5044,2020
"Texas St.",0.5037,2020
"Air Force",0.5036,2020
"Towson",0.5034,2020
"Princeton",0.5025,2020
"Furman",0.5016,2020
"Appalachian St.",0.5016,2020
"Marshall",0.501,2020
"Loyola Chicago",0.501,2020
"Lehigh",0.5009,2020
"Georgia St.",0.5008,2020
"Omaha",0.5008,2020
"Coastal Carolina",0.5005,2020
"Evansville",0.4997,2020
"Toledo",0.4994,2020
"Western Michigan",0.4992,2020
"Cal Poly",0.4982,2020
"Wofford",0.4981,2020
"UTSA",0.4981,2020
"Fordham",0.4977,2020
"Middle Tennessee",0.4973,2020
"Weber St.",0.4969,2020
"Central Michigan",0.4965,2020
"Drexel",0.4963,2020
"Georgia Southern",0.4958,2020
"Pacific",0.4958,2020
"Southern Miss",0.4956,2020
"Chattanooga",0.4947,2020
"Brown",0.4939,2020
"Old Dominion",0.4939,2020
"Stony Brook",0.4937,2020
"Cal St. Northridge",0.4925,2020
"Montana",0.4924,2020
"Eastern Washington",0.4921,2020
"UNCW",0.4919,2020
"Little Rock",0.4914,2020
"Bucknell",0.4914,2020
"Long Beach St.",0.4913,2020
"UTEP",0.4908,2020
"Central Arkansas",0.4894,2020
"Montana St.",0.4891,2020
"Cornell",0.4883,2020
"The Citadel",0.4883,2020
"Samford",0.4876,2020
"South Alabama",0.4876,2020
"Yale",0.4874,2020
"Oral Roberts",0.4872,2020
"Holy Cross",0.4864,2020
"Elon",0.4858,2020
"Harvard",0.4852,2020
"Idaho St.",0.4849,2020
"Penn",0.4845,2020
"Louisiana Tech",0.484,2020
"UMBC",0.4839,2020
"Vermont",0.4835,2020
"Kennesaw St.",0.4835,2020
"Louisiana",0.4834,2020
"Ball St.",0.483,2020
"Boston University",0.4829,2020
"Niagara",0.4823,2020
"North Dakota",0.4819,2020
"Northeastern",0.4816,2020
"Green Bay",0.4814,2020
"Rice",0.4812,2020
"Northern Colorado",0.4804,2020
"Cleveland St.",0.4797,2020
"Columbia",0.4797,2020
"Santa Clara",0.4795,2020
"Troy",0.4791,2020
"Detroit",0.479,2020
"Oakland",0.4787,2020
"James Madison",0.4786,2020
"Arkansas St.",0.4786,2020
"Delaware",0.4784,2020
"VMI",0.4783,2020
"Dartmouth",0.4783,2020
"William & Mary",0.4783,2020
"Radford",0.4782,2020
"Lipscomb",0.4778,2020
"Hampton",0.4777,2020
"FIU",0.4776,2020
"Eastern Kentucky",0.4771,2020
"Maine",0.4771,2020
"Mercer",0.4765,2020
"UTRGV",0.4761,2020
"High Point",0.4757,2020
"Hofstra",0.4757,2020
"North Florida",0.4755,2020
"Northern Illinois",0.4752,2020
"Southern Utah",0.4749,2020
"Siena",0.4747,2020
"Portland St.",0.4746,2020
"Charlotte",0.4743,2020
"UC Irvine",0.4742,2020
"UIC",0.4725,2020
"Cal St. Bakersfield",0.4721,2020
"Idaho",0.472,2020
"Texas Southern",0.4718,2020
"Denver",0.4712,2020
"Monmouth",0.4711,2020
"Navy",0.4708,2020
"Fairfield",0.4705,2020
"Milwaukee",0.4703,2020
"FGCU",0.4703,2020
"Colgate",0.4703,2020
"Austin Peay",0.4696,2020
"Northern Arizona",0.4693,2020
"Tennessee Tech",0.4692,2020
"Canisius",0.469,2020
"Iona",0.4689,2020
"American",0.4687,2020
"St. Francis PA",0.4683,2020
"UMass Lowell",0.4668,2020
"Binghamton",0.4667,2020
"USC Upstate",0.4664,2020
"Gardner Webb",0.4663,2020
"Cal St. Fullerton",0.4662,2020
"Hawaii",0.466,2020
"LIU Brooklyn",0.4659,2020
"Sacramento St.",0.4654,2020
"Houston Baptist",0.4648,2020
"South Dakota",0.4645,2020
"UAB",0.4637,2020
"Rider",0.4636,2020
"Grand Canyon",0.4636,2020
"Tennessee Martin",0.4636,2020
"Lafayette",0.4633,2020
"Saint Peter's",0.4633,2020
"IUPUI",0.4631,2020
"Central Connecticut",0.463,2020
"Fairleigh Dickinson",0.4628,2020
"FAU",0.4628,2020
"Northern Kentucky",0.4623,2020
"New Orleans",0.4617,2020
"Winthrop",0.4611,2020
"Western Illinois",0.4611,2020
"Chicago St.",0.461,2020
"NJIT",0.4607,2020
"Albany",0.4606,2020
"Army",0.4602,2020
"Youngstown St.",0.4598,2020
"Manhattan",0.4595,2020
"Quinnipiac",0.4595,2020
"Hartford",0.4588,2020
"UMKC",0.4588,2020
"Utah Valley",0.4584,2020
"Wagner",0.4583,2020
"Tennessee St.",0.4568,2020
"Jacksonville",0.4566,2020
"Belmont",0.4556,2020
"New Mexico St.",0.455,2020
"Fort Wayne",0.4542,2020
"Merrimack",0.4538,2020
"Stetson",0.4535,2020
"Sacred Heart",0.4526,2020
"Mount St. Mary's",0.4525,2020
"Robert Morris",0.4519,2020
"Seattle",0.4519,2020
"North Dakota St.",0.4514,2020
"Lamar",0.4507,2020
"St. Francis NY",0.4498,2020
"UC Davis",0.4496,2020
"Charleston Southern",0.4493,2020
"Wright St.",0.4492,2020
"UC Santa Barbara",0.4488,2020
"Sam Houston St.",0.4471,2020
"Murray St.",0.4459,2020
"Alabama St.",0.4455,2020
"Bryant",0.4453,2020
"Nicholls",0.4448,2020
"North Alabama",0.4445,2020
"Presbyterian",0.4444,2020
"Stephen F. Austin",0.4438,2020
"New Hampshire",0.4433,2020
"Abilene Christian",0.4418,2020
"Cal Baptist",0.4413,2020
"Marist",0.4405,2020
"Arkansas Pine Bluff",0.4403,2020
"Southeastern Louisiana",0.44,2020
"South Dakota St.",0.44,2020
"Liberty",0.4396,2020
"North Carolina A&T",0.4392,2020
"SIUE",0.4387,2020
"Florida A&M",0.438,2020
"North Carolina Central",0.436,2020
"Texas A&M Corpus Chris",0.4352,2020
"Loyola MD",0.4346,2020
"Howard",0.4318,2020
"McNeese",0.4314,2020
"Southern",0.4306,2020
"Maryland Eastern Shore",0.4303,2020
"Southeast Missouri",0.4301,2020
"Morehead St.",0.4287,2020
"UNC Asheville",0.4286,2020
"Incarnate Word",0.4275,2020
"Jackson St.",0.4272,2020
"UC Riverside",0.4264,2020
"Northwestern St.",0.4262,2020
"Prairie View A&M",0.4262,2020
"Campbell",0.4257,2020
"Mississippi Valley St.",0.4253,2020
"Jacksonville St.",0.425,2020
"South Carolina St.",0.4249,2020
"Longwood",0.4249,2020
"Bethune Cookman",0.422,2020
"Norfolk St.",0.4212,2020
"Delaware St.",0.4198,2020
"Eastern Illinois",0.4191,2020
"Alabama A&M",0.4152,2020
"Alcorn St.",0.4109,2020
"Coppin St.",0.4092,2020
"Morgan St.",0.4081,2020
"Grambling St.",0.4079,2020
"Saint Mary's",0.6019,2021
"West Virginia",0.5959,2021
"Oklahoma St.",0.5945,2021
"BYU",0.5879,2021
"LSU",0.5866,2021
"USC",0.5825,2021
"Missouri",0.5812,2021
"Georgetown",0.5804,2021
"Alabama",0.5801,2021
"Iowa St.",0.577,2021
"Texas",0.5764,2021
"UCLA",0.5764,2021
"Gonzaga",0.5756,2021
"Kentucky",0.575,2021
"Kansas",0.5728,2021
"Maryland",0.5721,2021
"Ohio St.",0.5713,2021
"Arkansas",0.5706,2021
"Texas Tech",0.5687,2021
"Oregon St.",0.5685,2021
"Michigan",0.5676,2021
"Auburn",0.5674,2021
"Rutgers",0.5666,2021
"Pepperdine",0.5661,2021
"Baylor",0.5646,2021
"Villanova",0.5628,2021
"Wichita St.",0.5622,2021
"Clemson",0.5611,2021
"Kansas St.",0.5609,2021
"UCF",0.5604,2021
"Illinois",0.5597,2021
"Oklahoma",0.5595,2021
"Syracuse",0.5591,2021
"South Carolina",0.5587,2021
"Pacific",0.5579,2021
"Penn St.",0.5564,2021
"Washington",0.5563,2021
"Houston",0.5557,2021
"San Diego St.",0.5553,2021
"VCU",0.5549,2021
"American",0.5541,2021
"Howard",0.5535,2021
"Florida St.",0.5531,2021
"North Carolina",0.5525,2021
"Arizona St.",0.5512,2021
"Purdue",0.5507,2021
"Seton Hall",0.5502,2021
"Indiana",0.5493,2021
"Wisconsin",0.549,2021
"East Tennessee St.",0.5488,2021
"Colorado",0.5483,2021
"St. Bonaventure",0.5481,2021
"Cincinnati",0.5467,2021
"Florida",0.5449,2021
"Arizona",0.5449,2021
"Nebraska",0.5449,2021
"Minnesota",0.5429,2021
"Virginia",0.5427,2021
"Stanford",0.5425,2021
"Creighton",0.542,2021
"Georgia Tech",0.5418,2021
"North Texas",0.5418,2021
"Iowa",0.5414,2021
"Oregon",0.5412,2021
"Memphis",0.541,2021
"Mississippi St.",0.5408,2021
"UC San Diego",0.5407,2021
"Louisville",0.5405,2021
"Michigan St.",0.5396,2021
"San Diego",0.5394,2021
"California",0.5393,2021
"Tennessee",0.5386,2021
"TCU",0.5383,2021
"Butler",0.5371,2021
"Loyola Marymount",0.5369,2021
"South Florida",0.5358,2021
"Louisiana Tech",0.5347,2021
"Georgia",0.5346,2021
"Utah",0.5345,2021
"Northwestern",0.5339,2021
"Boise St.",0.5334,2021
"Marquette",0.5318,2021
"Connecticut",0.5316,2021
"Richmond",0.5315,2021
"Duke",0.5308,2021
"Saint Joseph's",0.5306,2021
"Providence",0.5296,2021
"Xavier",0.5293,2021
"Utah St.",0.5284,2021
"Western Kentucky",0.5282,2021
"Colorado St.",0.5282,2021
"Washington St.",0.5279,2021
"Notre Dame",0.5276,2021
"Army",0.5263,2021
"Miami FL",0.5256,2021
"Mississippi",0.5245,2021
"Wofford",0.524,2021
"SMU",0.5238,2021
"Ohio",0.5236,2021
"Dayton",0.5233,2021
"Loyola Chicago",0.5233,2021
"Tulsa",0.523,2021
"Loyola MD",0.5218,2021
"UNCG",0.5199,2021
"Northern Iowa",0.5189,2021
"Colgate",0.5175,2021
"Northeastern",0.5171,2021
"Georgia St.",0.517,2021
"Vanderbilt",0.517,2021
"Virginia Tech",0.5167,2021
"Temple",0.5166,2021
